Date, Open, High, Low, Close
09/25/17, 0.964, 0.974, 0.936, 0.951
09/22/17, 0.989, 1.025, 0.946, 0.956
09/21/17, 0.989, 1.002, 0.964, 0.997
09/20/17, 0.974, 1.004, 0.969, 1.004
09/19/17, 0.933, 0.979, 0.921, 0.979
09/18/17, 0.964, 0.974, 0.928, 0.931
09/15/17, 0.992, 0.994, 0.959, 0.974
09/14/17, 0.987, 0.992, 0.972, 0.989
09/13/17, 0.982, 0.992, 0.974, 0.982
09/12/17, 0.954, 0.974, 0.944, 0.969
09/11/17, 0.951, 0.987, 0.949, 0.959
09/08/17, 0.969, 0.994, 0.954, 0.959
09/07/17, 1.043, 1.073, 0.961, 0.964
09/06/17, 1.226, 1.230, 1.027, 1.038
09/05/17, 0.954, 1.012, 0.941, 0.999
09/01/17, 0.918, 0.966, 0.913, 0.946
08/31/17, 0.949, 0.987, 0.898, 0.905
08/30/17, 0.972, 0.992, 0.946, 0.954
08/29/17, 0.994, 1.009, 0.974, 0.974
08/28/17, 0.984, 0.999, 0.971, 0.992
08/25/17, 0.987, 0.994, 0.966, 0.979
08/24/17, 0.987, 0.994, 0.964, 0.989
08/23/17, 0.954, 0.994, 0.946, 0.982
08/22/17, 0.933, 0.959, 0.915, 0.956
08/21/17, 0.951, 0.964, 0.926, 0.938
08/18/17, 0.956, 0.974, 0.931, 0.954
08/17/17, 0.982, 0.982, 0.944, 0.956
08/16/17, 0.969, 0.987, 0.954, 0.982
08/15/17, 0.938, 0.972, 0.928, 0.972
08/14/17, 0.984, 1.002, 0.928, 0.944
08/11/17, 1.010, 1.017, 0.982, 0.992
08/10/17, 1.007, 1.017, 0.992, 1.010
08/09/17, 0.987, 1.022, 0.982, 1.004
08/08/17, 0.987, 1.053, 0.969, 0.989
08/07/17, 0.994, 1.027, 0.966, 0.984
08/04/17, 0.992, 1.020, 0.982, 0.989
08/03/17, 0.999, 1.010, 0.977, 0.994
08/02/17, 0.989, 1.017, 0.984, 1.004
08/01/17, 0.989, 0.997, 0.964, 0.974
07/31/17, 0.989, 1.020, 0.964, 0.984
07/28/17, 1.007, 1.020, 0.982, 0.992
07/27/17, 1.015, 1.015, 0.992, 0.999
07/26/17, 0.982, 1.035, 0.977, 1.007
07/25/17, 0.976, 0.997, 0.956, 0.992
07/24/17, 0.977, 0.992, 0.961, 0.977
07/21/17, 0.971, 0.989, 0.964, 0.979
07/20/17, 0.987, 1.007, 0.979, 0.992
07/19/17, 0.959, 0.997, 0.946, 0.987
07/18/17, 0.941, 0.974, 0.928, 0.974
07/17/17, 0.928, 0.951, 0.916, 0.944
07/14/17, 0.946, 0.956, 0.916, 0.926
07/13/17, 0.946, 0.951, 0.921, 0.941
07/12/17, 0.939, 0.954, 0.928, 0.933
07/11/17, 0.933, 0.959, 0.928, 0.946
07/10/17, 0.928, 0.949, 0.918, 0.936
07/07/17, 0.941, 0.951, 0.918, 0.936
07/06/17, 0.964, 0.984, 0.931, 0.944
07/05/17, 0.918, 0.984, 0.905, 0.969
07/03/17, 0.842, 0.905, 0.827, 0.898
06/30/17, 0.842, 0.883, 0.822, 0.842
06/29/17, 0.893, 0.905, 0.829, 0.832
